"1991";"100";"Adalberto Edgardo Breser";"Frente Justicialista Federal"
"1991";"101";"Victorio Carlos Migliaro";"Frente Justicialista Federal"
"1991";"102";"Aldo Hugo Nascinbene";"Unión Cívica Radical"
"1991";"103";"Teodoro Gerónimo Dominguez";"Unión Cívica Radical"
"1991";"104";"Tomás Arnaldo Visciarelli";"Frente Justicialista Federal"
"1991";"105";"Alfredo Ramón Viviant";"Frente Justicialista Federal"
"1991";"106";"Melchor Angel Posse";"Unión Cívica Radical"
"1991";"107";"Eduardo Luis Di Rocco";"Frente Justicialista Federal"
"1991";"108";"Julio Arturo Pangaro";"Frente Justicialista Federal"
"1991";"109";"Oscar Ernesto Rodriguez";"Frente Justicialista Federal"
"1991";"110";"Juan Antonio Delfino";"Frente Justicialista Federal"
"1991";"111";"Julio José Zanatelli";"Fuerza Republicana"
"1991";"112";"Mario Alejandro Menchaca";"Unión Cívica Radical"
"1991";"113";"Ricardo José Ubieto";"Acción Comunal de Tigre"
"1991";"116";"Juan Ismael Ferrari";"Unión Cívica Radical"
"1991";"114";"Gerardo Pedro Rattero";"Frente Justicialista Federal"
"1991";"115";"Jorge Alberto Barracchia";"Unión Cívica Radical"
"1991";"117";"Fernando Ricci";"Frente Justicialista Federal"
"1991";"118";"Hugo Omar Curto";"Frente Justicialista Federal"
"1991";"126";"Miguel Angel Sei";"Frente Justicialista Federal"
"1991";"121";"Miguel Angel Di Salvo";"Frente Justicialista Federal"
"1991";"122";"Enrique Garcia";"Unión Cívica Radical"
"1991";"123";"Roberto Osvaldo Taboada";"Frente Justicialista Federal"
"1991";"124";"Amadeo Augusto Stefanelli";"Frente Justicialista Federal"
"1991";"125";"Aldo Luis Arrighi";"Unidad Socialista-Democracia Popular"
"1993";"1";"Abel Arnoldo Arias";"Frente Justicialista Federal"
"1993";"38";"Julio César Pereyra";"Frente Justicialista Federal"
"1993";"42";"Orfilio Ricardo Buiraz";"Frente Justicialista Federal"
"1993";"59";"Rafael Magnanini";"Frente Justicialista Federal"
"1995";"1";"Oscar Daniel Bonjour";"Frente Justicialista Federal"
"1995";"2";"Rubén Oscar Gamba";"Unión Cívica Radical"
"1995";"3";"Hebe Aurora Maruco";"Frente Justicialista Federal"
"1995";"4";"Baldomero Alvarez De Olivera";"Frente Justicialista Federal"
"1995";"5";"Luis Alfredo Ilarregui";"Frente Justicialista Federal"
"1995";"6";"Juan Atilio Barberena";"Frente Justicialista Federal"
"1995";"7";"Jaime Linares";"Unión Cívica Radical"
"1995";"8";"José Luis Perez";"Frente Justicialista Federal"
"1995";"9";"Pedro Alberto Carossi";"Frente Justicialista Federal"
"1995";"202";"Orlando Antonio Pederiva";"Frente Justicialista Federal"
"1995";"11";"Carlos Alberto Infanzon";"Frente Justicialista Federal"
"1995";"12";"Néstor Daniel Juzwa";"Frente Justicialista Federal"
"1995";"13";"Juan Carlos Simon";"Unión Cívica Radical"
"1995";"14";"Orlando Alberto Costa";"Unión Cívica Radical"
"1995";"15";"Carlos Alberto Garcia";"Unión Cívica Radical"
"1995";"16";"Jorge Rubén Varela";"Frente Justicialista Federal"
"1995";"17";"Héctor Leonardo Rivarola";"Unión Cívica Radical"
"1995";"18";"Oscar Darío Ostoich";"Frente Justicialista Federal"
"1995";"19";"Vicente Rodolfo Caprioli";"Frente Justicialista Federal"
"1995";"20";"Carlos Rivas";"Unión Cívica Radical"
"1995";"21";"Santiago Luis Pignataro";"Frente Justicialista Federal"
"1995";"23";"Ricardo A. Gonzalez Orono";"Frente Justicialista Federal"
"1995";"29";"Julián Andrés Dominguez";"Frente Justicialista Federal"
"1995";"30";"Norberto Fernandino";"Frente Justicialista Federal"
"1995";"31";"Rodolfo Bardengo";"Unión Cívica Radical"
"1995";"24";"Carlos Alberto Mazzieri";"Frente Justicialista Federal"
"1995";"25";"Pedro Juan Testani";"Frente Justicialista Federal"
"1995";"26";"Aldo Luis Mensi";"Unión Cívica Radical"
"1995";"27";"Jorge Osvaldo Izarra";"Frente Justicialista Federal"
